Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
07/26/2020,97,6,18,7,24,25,11,16,8,4,2,0,49,48,0,33,4,20,28,3,9,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,5,0,9,3,1,0
04/24/2021,411,10,46,75,84,96,61,49,29,12,5,0,229,182,0,118,16,139,85,13,40,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,3,7,14,6,7,2,6,0,27,19,0,9,0,27,8,0,2
07/21/2020,291,1,30,25,83,57,55,31,23,8,9,0,144,147,0,100,3,95,60,16,17,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,4,5,0,14,16,0,7,1,14,6,0,2
06/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,93,4,63,55,8,26,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
10/04/2020,152,5,22,19,34,26,20,25,13,12,3,0,63,89,0,41,6,32,52,6,15,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,2,0,3,6,8,1,0,11,11,0,2,0,14,5,1,0
03/18/2021,422,3,33,55,168,78,51,40,22,3,5,0,202,218,2,84,16,93,178,14,37,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,4,4,11,2,1,0,16,17,0,4,2,15,8,4,0
07/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,193,166,3,184,11,85,59,8,15,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
11/19/2021,685,1,39,175,121,150,95,63,48,24,9,0,363,319,3,127,21,135,205,63,134,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,4,5,4,6,12,5,0,16,23,0,9,1,16,9,2,2
04/01/2021,720,2,43,89,236,165,88,71,41,26,4,0,367,352,1,174,37,186,251,14,58,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,8,8,1,0,24,19,0,9,0,24,9,0,1
06/07/2020,111,20,31,3,30,30,16,13,8,7,4,0,53,58,0,50,5,28,11,3,14,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,4,5,0,0,18,13,0,16,2,10,1,1,1
05/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,52,1,40,10,1,17,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,1,0,2
12/17/2020,"1,347",24,90,169,326,255,197,183,123,50,43,1,707,636,4,600,55,231,264,53,144,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,15,2,4
05/01/2021,352,4,56,63,71,67,58,41,36,11,5,0,184,168,0,72,18,155,73,3,31,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,4,8,8,11,9,10,4,2,0,33,23,0,11,0,35,8,1,1
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,71,1,17,19,4,13,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,0,1
10/13/2020,879,5,31,89,253,194,134,108,58,24,19,0,447,429,3,398,17,126,231,33,74,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,6,5,7,2,3,0,16,15,0,10,1,7,9,3,1
12/19/2020,851,24,80,96,170,162,160,119,75,40,29,0,448,396,7,330,50,120,219,46,86,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,17,17,12,15,0,43,37,0,31,3,31,12,2,1
07/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,26,2,35,28,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
06/30/2021,51,0,6,11,12,10,9,3,3,3,0,0,20,31,0,15,2,11,15,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,5,0,1,0,4,0,0,1
06/08/2021,72,4,15,20,17,11,8,6,7,2,1,0,43,29,0,23,3,31,6,3,6,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,1,3,0,2,4,2,2,0,9,6,0,6,2,5,2,0,0
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,82,0,92,1,30,26,9,12,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
05/09/2020,520,53,97,33,104,100,98,90,54,28,13,0,264,256,0,281,14,100,50,10,65,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,18,11,0,50,47,0,45,1,31,14,3,3
10/12/2020,682,4,37,69,180,119,123,91,59,31,10,0,323,356,3,243,27,110,202,33,67,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,3,3,7,7,7,7,3,0,15,22,0,9,2,12,11,0,3
03/15/2020,40,0,21,0,3,8,9,8,5,4,3,0,13,27,0,6,4,13,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,4,2,0,7,14,0,4,2,11,4,0,0
05/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,494,446,2,506,12,191,128,20,85,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
09/27/2021,473,6,38,121,101,89,47,55,40,10,10,0,248,223,2,101,13,139,150,25,45,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,4,6,3,10,8,4,3,0,22,16,0,4,2,17,11,1,3
11/21/2020,"1,263",18,99,160,294,248,194,161,115,60,31,0,640,622,1,446,55,213,344,59,146,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,12,16,9,16,17,20,0,42,57,0,28,3,40,23,3,2
04/12/2021,862,5,58,138,203,184,144,95,60,29,9,0,422,440,0,237,21,309,198,18,79,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,5,4,6,12,7,15,7,0,28,30,0,15,0,29,11,2,1
05/07/2020,940,49,140,58,179,195,172,147,116,40,33,0,485,450,5,518,19,153,112,29,109,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,5,18,20,20,34,23,18,0,55,85,0,68,3,41,22,5,1
11/08/2021,606,5,25,175,118,103,94,60,26,18,12,0,306,295,5,100,17,153,178,59,99,0,0,0,0,0,2,2,1,0,3,2,0,2,0,2,1,0,0,4,1,4,3,3,4,3,3,0,15,10,0,6,0,11,6,0,2
06/14/2021,67,3,8,10,14,22,7,9,4,1,0,0,37,30,0,22,2,23,5,2,13,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,1,4,0,2,0,0,4,4,0,2,0,4,1,1,0
07/12/2021,103,0,9,11,33,23,13,10,6,6,1,0,51,52,0,18,4,37,31,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,6,3,0,1,1,6,1,0,0
05/10/2020,306,38,99,17,59,52,64,42,41,14,17,0,137,169,0,138,8,69,45,11,35,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,15,11,0,37,62,0,42,4,34,12,5,2
03/16/2020,78,1,14,1,14,21,18,12,7,4,1,0,37,41,0,8,7,26,31,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,3,2,1,1,0,4,10,0,1,0,10,3,0,0
10/24/2020,885,5,62,109,224,197,140,105,59,38,13,0,469,416,0,360,24,129,265,35,72,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,9,8,6,6,10,15,6,0,33,29,0,21,2,26,9,3,1
12/09/2021,"1,298",7,75,286,323,282,170,137,61,27,12,0,645,646,7,211,33,331,330,117,276,0,0,1,0,1,2,2,1,0,5,2,0,0,0,6,1,0,0,2,8,10,5,16,16,13,5,0,38,37,0,12,0,33,24,3,3
07/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,31,4,27,23,2,10,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,3,8,1,0,0
10/26/2021,345,3,18,93,63,70,45,39,23,8,4,0,181,163,1,67,11,91,106,26,44,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,2,4,2,3,2,3,1,0,11,7,0,3,0,8,6,0,1
04/26/2021,650,6,58,120,153,143,95,92,31,10,6,0,352,297,1,177,21,266,99,20,67,0,0,0,0,0,2,1,3,0,4,2,0,2,0,1,3,0,0,1,4,10,11,9,13,3,7,0,37,21,0,12,1,35,9,0,1
04/15/2021,638,9,58,143,159,139,81,52,37,17,10,0,330,308,0,192,15,222,148,18,43,0,0,1,2,1,2,2,1,0,1,8,0,2,0,6,1,0,0,1,3,6,6,10,17,10,5,0,33,25,0,10,2,32,10,2,2
12/13/2020,609,23,72,53,129,128,93,84,59,37,26,0,327,281,1,164,33,115,188,30,79,0,1,0,1,2,5,9,5,0,5,18,0,6,1,10,6,0,0,3,5,2,9,7,15,12,19,0,37,35,0,22,2,32,13,3,0
01/01/2021,267,20,73,28,60,49,38,34,19,21,18,0,133,131,3,71,11,52,92,12,29,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,4,10,6,17,8,12,16,0,35,38,0,24,2,29,16,1,1
12/07/2020,"2,067",35,108,274,472,399,328,284,171,92,47,0,"1,076",984,7,877,75,408,403,95,209,0,0,0,3,6,3,10,13,0,10,25,0,13,3,10,9,0,0,7,10,7,6,22,22,14,20,0,51,57,0,36,4,46,19,2,1
02/14/2021,143,9,20,22,38,29,19,17,4,12,2,0,75,68,0,33,8,25,55,7,15,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,2,3,0,4,4,4,2,0,9,11,0,7,0,9,4,0,0
08/07/2021,318,2,28,46,79,81,42,35,21,10,4,0,162,154,2,74,20,76,101,11,36,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,2,6,4,4,2,6,0,15,13,0,5,0,13,10,0,0
06/18/2021,35,2,9,2,10,6,6,6,2,1,2,0,19,16,0,6,2,17,9,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,5,1,0,0,0,4,5,0,3,0,4,2,0,0
08/17/2021,561,3,37,82,155,129,79,57,36,15,8,0,271,285,5,124,23,171,156,24,63,0,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,4,5,2,9,7,4,6,0,22,15,0,8,0,21,7,1,0
11/02/2020,"2,324",15,109,271,556,506,373,311,186,75,46,0,"1,188","1,128",8,916,61,390,574,89,294,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,24,22,15,16,0,52,57,0,31,3,46,26,2,1
04/17/2021,437,6,60,70,98,96,77,46,24,14,12,0,236,201,0,134,25,161,80,10,27,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,6,3,11,12,6,10,11,0,33,27,0,14,2,34,8,1,1
06/22/2021,33,3,3,3,7,8,3,5,5,1,1,0,19,14,0,2,0,16,9,2,4,0,0,0,0,2,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0
08/10/2021,535,4,39,66,157,140,74,41,27,19,11,0,292,242,1,127,25,108,180,20,75,0,0,0,0,1,1,1,1,0,0,4,0,0,0,4,0,0,0,2,1,4,8,9,5,8,2,0,24,15,0,5,2,22,8,2,0
01/24/2021,339,16,47,34,82,71,46,43,30,23,10,0,171,168,0,76,19,65,133,14,32,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,11,13,7,0,24,23,0,9,4,22,8,3,1
12/28/2021,"7,443",11,16,"2,312","1,462","1,241",922,729,420,229,125,3,"4,184","3,185",74,"1,805",269,"1,948","1,399",371,"1,651",0,0,2,1,0,1,4,3,0,5,6,0,4,0,5,2,0,0,5,2,1,1,2,2,0,3,0,11,5,0,4,0,8,4,0,0
06/27/2021,16,1,1,4,2,5,1,0,1,3,0,0,10,6,0,3,1,6,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
04/07/2020,556,25,194,2,83,106,94,84,80,55,52,0,295,261,0,181,16,207,97,28,27,0,0,0,1,5,4,10,5,0,11,14,0,6,0,16,1,2,0,0,5,13,23,35,47,33,38,0,90,104,0,41,8,101,34,10,0
07/15/2020,268,7,23,30,84,51,33,34,18,12,6,0,150,118,0,97,5,84,47,10,25,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,3,0,13,10,0,8,0,9,5,1,0
12/12/2020,915,21,79,110,215,178,135,124,90,45,18,0,468,446,1,338,33,155,259,28,102,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,2,5,7,18,18,17,11,0,37,42,0,16,5,39,15,3,1
06/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,91,5,60,56,6,27,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
05/24/2021,217,4,33,40,49,41,33,24,16,10,4,0,111,106,0,46,7,96,33,7,28,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,1,5,1,4,6,7,6,3,0,18,15,0,7,2,20,4,0,0
04/16/2021,654,6,57,109,187,125,94,67,47,13,12,0,376,278,0,178,24,230,139,14,69,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,0,1,0,8,5,6,13,15,7,3,0,35,22,0,11,0,36,7,1,2
08/23/2020,130,1,26,10,43,17,23,15,12,8,2,0,71,59,0,41,3,28,44,5,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,5,3,4,2,0,10,16,0,11,0,7,6,2,0
07/28/2021,349,3,29,41,107,92,50,36,11,10,2,0,173,175,1,71,16,92,101,15,54,0,0,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,4,5,6,7,2,4,0,0,13,16,0,5,0,18,6,0,0
07/02/2021,55,1,6,5,11,10,13,6,7,3,0,0,33,22,0,10,2,14,20,5,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
10/19/2020,"1,165",3,51,151,274,250,162,169,96,43,20,0,596,568,1,473,34,211,296,39,112,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,2,1,7,14,8,10,7,0,26,25,0,13,1,17,17,1,2
06/09/2021,63,4,7,11,13,7,12,10,4,3,3,0,33,29,1,17,1,24,15,2,4,0,0,0,0,1,1,0,2,0,2,2,0,0,0,3,1,0,0,0,1,1,0,3,1,0,1,0,2,5,0,4,0,1,2,0,0
04/22/2020,"1,057",45,145,33,170,170,168,206,150,65,95,0,551,506,0,491,25,284,127,43,87,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,0,5,10,28,24,33,20,25,0,70,75,0,47,5,60,26,6,1
12/25/2020,160,20,69,8,33,24,20,16,21,17,21,0,75,84,1,42,10,48,37,12,11,0,0,1,0,2,6,4,7,0,6,14,0,8,0,4,8,0,0,0,4,7,7,7,14,11,19,0,37,32,0,27,2,25,14,1,0
08/30/2020,100,5,22,12,24,16,18,14,8,4,4,0,48,51,1,30,1,24,37,5,3,0,0,0,0,0,0,3,2,0,4,1,0,1,0,4,0,0,0,2,2,1,2,4,4,2,5,0,8,13,1,6,0,9,7,0,0
06/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,138,140,2,112,4,68,63,7,26,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
05/01/2020,"1,175",39,140,59,224,222,205,195,134,68,68,0,636,539,0,636,29,227,131,37,115,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,23,24,30,20,0,76,64,0,49,3,62,22,3,1
09/15/2020,352,1,21,54,100,67,47,42,26,13,3,0,189,163,0,169,9,50,95,9,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,3,4,3,0,10,11,0,8,1,7,5,0,0
11/03/2021,522,7,37,145,99,104,58,56,32,17,11,0,280,235,7,62,11,157,160,40,92,0,0,2,1,0,0,0,4,0,4,3,0,2,1,3,1,0,0,0,3,7,1,7,6,8,5,0,22,15,0,5,0,16,11,2,3
05/20/2020,771,29,94,58,210,132,138,107,72,36,18,0,405,361,5,391,6,177,82,23,92,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,8,4,8,14,22,20,15,0,48,46,0,35,1,41,11,3,3
02/20/2021,213,9,17,35,57,30,29,33,13,8,8,0,106,107,0,64,8,42,68,15,16,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,6,0,9,8,0,3,0,10,2,2,0
10/12/2021,377,6,22,95,78,77,53,35,20,15,4,0,200,175,2,66,16,105,123,23,44,0,0,1,2,0,1,1,1,0,2,4,0,2,0,3,1,0,0,0,1,3,3,5,4,4,2,0,11,11,0,8,1,11,2,0,0
08/13/2021,624,3,37,97,171,154,80,58,39,15,10,0,272,352,0,137,19,142,228,10,88,0,0,0,0,0,1,2,0,0,2,1,0,0,0,3,0,0,0,1,5,6,4,5,8,4,4,0,19,18,0,8,0,21,7,1,0
11/26/2020,266,22,103,22,48,36,39,34,36,31,19,1,133,132,1,70,6,96,58,14,22,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,10,15,16,16,24,15,0,56,47,0,37,1,45,15,3,2
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,69,66,1,41,9,22,46,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
10/17/2021,200,10,11,38,42,49,25,18,12,10,6,0,116,84,0,31,10,35,88,17,19,0,0,1,1,0,1,4,3,0,3,7,0,1,1,5,3,0,0,0,2,1,0,3,3,0,2,0,7,4,0,2,0,6,3,0,0
02/13/2021,221,8,28,23,61,41,36,29,19,7,5,0,118,103,0,76,14,47,64,8,12,0,0,0,1,0,1,3,3,0,3,5,0,2,1,1,4,0,0,1,3,0,7,1,5,4,7,0,17,11,0,5,2,9,8,4,0
10/26/2020,"1,540",8,78,193,403,303,257,180,117,66,21,0,783,754,3,602,54,283,391,52,158,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,26,2,23,22,2,3
05/02/2020,719,49,166,25,142,126,154,143,74,40,15,0,343,376,0,422,9,122,72,15,79,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,9,8,28,35,32,33,19,0,66,100,0,67,3,63,27,4,2
06/21/2021,46,3,5,11,11,9,7,1,5,2,0,0,24,22,0,12,0,17,8,1,8,0,0,0,0,1,1,1,0,0,3,0,0,1,0,2,0,0,0,0,1,0,1,2,0,1,0,0,4,1,0,1,0,4,0,0,0
10/28/2020,"1,739",9,91,213,462,403,288,192,110,50,21,0,905,827,7,741,47,272,417,69,193,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,36,28,3,1
08/04/2021,498,3,28,70,142,119,77,42,22,18,8,0,256,241,1,84,13,134,160,28,79,0,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,2,7,1,4,5,3,3,3,0,17,11,0,4,0,16,6,0,2
01/17/2021,393,15,52,40,74,75,61,68,31,26,18,0,195,198,0,96,11,87,138,25,36,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,5,3,4,9,8,12,10,0,23,29,0,10,3,23,15,1,0
01/09/2021,778,17,51,97,215,142,100,106,70,34,13,1,404,374,0,280,29,141,233,19,76,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,4,4,14,11,10,1,25,26,0,16,1,22,12,0,0
11/29/2020,898,17,93,105,216,191,130,115,77,41,23,0,451,443,4,274,31,172,250,39,132,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,1,2,13,10,16,22,15,14,0,39,54,0,32,5,32,17,4,3
07/23/2021,242,3,18,41,60,67,29,19,14,8,4,0,132,110,0,49,5,71,76,7,34,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,5,2,3,4,0,3,1,0,9,9,0,5,0,8,3,1,1
09/13/2020,124,3,26,13,37,30,19,13,9,3,0,0,62,62,0,43,3,17,44,5,12,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,5,2,2,0,14,12,0,11,0,4,10,1,0
09/24/2020,408,5,21,51,122,87,61,44,28,9,6,0,199,208,1,184,8,40,135,7,34,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,4,0,0,8,13,0,6,0,7,6,2,0
10/03/2021,206,4,26,46,40,36,24,27,20,9,4,0,103,103,0,33,8,55,79,9,22,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,2,3,10,2,0,15,11,0,3,1,15,5,1,1
06/29/2021,57,2,4,17,11,13,9,1,3,3,0,0,32,25,0,16,0,18,14,2,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,2,2,0,0,0,4,0,0,0
04/29/2021,530,7,47,111,116,109,71,64,34,13,12,0,266,264,0,141,20,196,111,9,53,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,3,0,0,2,4,3,6,9,9,9,5,0,24,23,0,10,1,30,3,2,1
03/16/2021,450,3,27,85,131,100,50,41,23,18,2,0,252,198,0,117,16,115,156,25,21,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,2,3,8,5,3,2,0,13,14,0,3,0,20,3,1,0
07/08/2020,308,4,28,37,100,67,38,33,20,11,2,0,158,150,0,99,11,81,70,10,37,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,5,6,4,0,14,14,0,11,1,8,6,0,2
12/26/2020,956,19,81,94,235,180,154,140,89,41,23,0,507,446,3,391,27,149,252,57,80,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,13,16,16,12,0,42,39,0,26,1,35,11,6,2
06/21/2020,48,11,16,4,16,11,3,7,2,4,1,0,29,19,0,17,1,12,8,4,6,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,1,1,3,3,4,1,0,11,5,0,6,0,7,2,1,0
07/25/2020,156,8,21,29,34,33,25,16,7,9,3,0,79,77,0,61,8,33,37,6,11,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,4,4,3,0,12,9,0,3,0,12,6,0,0
08/06/2021,466,5,28,67,136,125,51,42,26,15,4,0,223,242,1,103,23,115,139,17,69,1,0,1,0,0,0,1,2,0,1,4,0,1,0,3,1,0,0,2,3,5,5,7,2,4,0,0,14,14,0,7,0,17,4,0,0
04/05/2021,945,6,48,179,235,210,151,96,46,20,8,0,500,443,2,244,39,280,258,40,84,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,6,5,11,6,10,4,0,25,23,0,12,1,30,3,1,1
07/27/2021,302,1,19,38,85,83,43,28,13,7,5,0,162,140,0,63,6,88,87,11,47,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,1,6,3,0,3,0,10,9,0,1,0,13,4,1,0
07/29/2021,324,1,19,49,89,91,48,28,12,7,0,0,172,150,2,67,10,100,89,16,42,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,4,4,7,0,1,0,11,8,0,3,2,12,1,0,1
11/01/2021,441,3,35,108,68,95,52,56,37,16,9,0,231,202,8,94,8,106,131,32,70,0,0,0,0,0,0,2,1,0,1,2,0,0,1,1,1,0,0,2,4,2,2,1,11,6,7,0,15,20,0,6,0,21,7,0,1
03/21/2020,125,2,62,0,18,25,20,28,16,13,5,0,53,72,0,27,6,62,27,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,7,18,9,14,4,0,23,39,0,12,4,34,11,1,0
08/19/2020,485,5,22,58,150,90,57,71,39,13,7,0,256,228,1,216,4,93,117,25,30,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,5,0,1
04/04/2021,307,5,41,46,70,68,59,35,16,8,5,0,154,152,1,77,21,83,96,8,22,0,0,0,1,2,0,1,1,0,1,4,0,1,0,3,1,0,0,0,3,10,6,7,6,3,6,0,25,16,0,9,2,25,5,0,0
03/31/2021,719,4,47,85,226,161,89,92,33,19,14,0,363,353,3,148,39,160,281,23,68,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,3,3,10,12,10,4,3,0,25,22,0,12,1,25,8,1,0
06/06/2021,58,7,16,10,19,8,7,5,5,3,1,0,32,26,0,12,0,29,10,2,5,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,3,2,2,5,0,4,0,0,11,5,0,4,0,10,2,0,0
12/11/2021,864,11,71,158,216,176,127,81,63,33,10,0,463,398,3,120,27,211,254,72,180,0,0,0,5,2,1,2,1,0,3,8,0,4,0,3,4,0,0,4,9,7,12,8,12,10,9,0,31,40,0,14,1,27,19,4,6
